Zaman (UTC)	Antalya_AllAngle_SC_mean	Antalya_AllAngle_SF_mean	Antalya_NearNadir_SC_mean	Antalya_NearNadir_SF_mean	Antalya_OffNadir_SC_mean	Antalya_OffNadir_SF_mean	DAG_AllAngle_SC_11x11_mean	DAG_AllAngle_SC_1x1_mean	DAG_AllAngle_SC_21x21_mean	DAG_AllAngle_SC_3x3_mean	DAG_AllAngle_SC_5x5_mean	DAG_AllAngle_SC_7x7_mean	DAG_AllAngle_SC_9x9_mean	DAG_AllAngle_SF_11x11_mean	DAG_AllAngle_SF_1x1_mean	DAG_AllAngle_SF_21x21_mean	DAG_AllAngle_SF_3x3_mean	DAG_AllAngle_SF_5x5_mean	DAG_AllAngle_SF_7x7_mean	DAG_AllAngle_SF_9x9_mean	DAG_NearNadir_SC_11x11_mean	DAG_NearNadir_SC_1x1_mean	DAG_NearNadir_SC_21x21_mean	DAG_NearNadir_SC_3x3_mean	DAG_NearNadir_SC_5x5_mean	DAG_NearNadir_SC_7x7_mean	DAG_NearNadir_SC_9x9_mean	DAG_NearNadir_SF_11x11_mean	DAG_NearNadir_SF_1x1_mean	DAG_NearNadir_SF_21x21_mean	DAG_NearNadir_SF_3x3_mean	DAG_NearNadir_SF_5x5_mean	DAG_NearNadir_SF_7x7_mean	DAG_NearNadir_SF_9x9_mean	DAG_OffNadir_SC_11x11_mean	DAG_OffNadir_SC_1x1_mean	DAG_OffNadir_SC_21x21_mean	DAG_OffNadir_SC_3x3_mean	DAG_OffNadir_SC_5x5_mean	DAG_OffNadir_SC_7x7_mean	DAG_OffNadir_SC_9x9_mean	DAG_OffNadir_SF_11x11_mean	DAG_OffNadir_SF_1x1_mean	DAG_OffNadir_SF_21x21_mean	DAG_OffNadir_SF_3x3_mean	DAG_OffNadir_SF_5x5_mean	DAG_OffNadir_SF_7x7_mean	DAG_OffNadir_SF_9x9_mean	Erzurum_AllAngle_SC_mean	Erzurum_AllAngle_SF_mean	Erzurum_NearNadir_SC_mean	Erzurum_NearNadir_SF_mean	Erzurum_OffNadir_SC_mean	Erzurum_OffNadir_SF_mean	TUG_AllAngle_SC_11x11_mean	TUG_AllAngle_SC_1x1_mean	TUG_AllAngle_SC_21x21_mean	TUG_AllAngle_SC_3x3_mean	TUG_AllAngle_SC_5x5_mean	TUG_AllAngle_SC_7x7_mean	TUG_AllAngle_SC_9x9_mean	TUG_AllAngle_SF_11x11_mean	TUG_AllAngle_SF_1x1_mean	TUG_AllAngle_SF_21x21_mean	TUG_AllAngle_SF_3x3_mean	TUG_AllAngle_SF_5x5_mean	TUG_AllAngle_SF_7x7_mean	TUG_AllAngle_SF_9x9_mean	TUG_NearNadir_SC_11x11_mean	TUG_NearNadir_SC_1x1_mean	TUG_NearNadir_SC_21x21_mean	TUG_NearNadir_SC_3x3_mean	TUG_NearNadir_SC_5x5_mean	TUG_NearNadir_SC_7x7_mean	TUG_NearNadir_SC_9x9_mean	TUG_NearNadir_SF_11x11_mean	TUG_NearNadir_SF_1x1_mean	TUG_NearNadir_SF_21x21_mean	TUG_NearNadir_SF_3x3_mean	TUG_NearNadir_SF_5x5_mean	TUG_NearNadir_SF_7x7_mean	TUG_NearNadir_SF_9x9_mean	TUG_OffNadir_SC_11x11_mean	TUG_OffNadir_SC_1x1_mean	TUG_OffNadir_SC_21x21_mean	TUG_OffNadir_SC_3x3_mean	TUG_OffNadir_SC_5x5_mean	TUG_OffNadir_SC_7x7_mean	TUG_OffNadir_SC_9x9_mean	TUG_OffNadir_SF_11x11_mean	TUG_OffNadir_SF_1x1_mean	TUG_OffNadir_SF_21x21_mean	TUG_OffNadir_SF_3x3_mean	TUG_OffNadir_SF_5x5_mean	TUG_OffNadir_SF_7x7_mean	TUG_OffNadir_SF_9x9_mean	Turkiye_AllAngle_SC_mean	Turkiye_AllAngle_SF_mean	Turkiye_NearNadir_SC_mean	Turkiye_NearNadir_SF_mean	Turkiye_OffNadir_SC_mean	Turkiye_OffNadir_SF_mean
2019-04-01	1.767425	1.773828	1.764556	1.747983	1.763824	1.806791	0.142723	0.547723	0.212065	0.303530	0.221754	0.211660	0.150100	0.150871	0.000000	0.173191	0.000000	0.038595	0.104614	0.131684	0.150363	0.000000	0.139690	0.249261	0.302080	0.279031	0.209078	0.141899	0.000000	0.157817	0.000000	0.000000	0.075811	0.120832	0.064415	0.000000	0.167062	0.000000	0.000000	0.026069	0.054033	0.042675	0.000000	0.152861	0.000000	0.038595	0.019691	0.024714	0.605689	0.438153	0.546599	0.405607	0.544587	0.529751	0.022370	0.000000	0.010020	0.000000	0.000000	0.000000	0.014303	0.078474	0.000000	0.037183	0.118103	0.062688	0.042747	0.064392	0.022370	0.000000	0.010020	0.000000	0.000000	0.000000	0.014303	0.074630	0.000000	0.025149	0.000000	0.000000	0.000000	0.052120	0.022370	0.000000	0.012627	0.000000	0.000000	0.000000	0.014303	0.173794	0.000000	0.119537	0.140009	0.097700	0.106883	0.189245	1.241166	1.229021	1.216717	1.183065	1.215142	1.367625
2019-05-01	1.857409	1.858125	1.855498	1.864881	1.855510	1.952788	0.156124	0.000000	0.161339	0.195969	0.138743	0.124082	0.146931	0.105345	0.000000	0.080752	0.056185	0.087796	0.111540	0.103966	0.004215	0.000000	0.045536	0.000000	0.000000	0.000000	0.006297	0.091744	0.000000	0.127702	0.240321	0.128297	0.106174	0.104405	0.198512	0.509165	0.120679	0.375550	0.327168	0.253910	0.214268	0.189036	0.000000	0.229066	0.000000	0.073930	0.163142	0.178448	0.473579	0.448277	0.457563	0.415162	0.460234	0.513024	0.016717	0.000000	0.007360	0.000000	0.000000	0.000000	0.000000	0.061663	0.000000	0.039291	0.000000	0.000000	0.022710	0.045971	0.016717	0.000000	0.007360	0.000000	0.000000	0.000000	0.000000	0.061521	0.000000	0.031396	0.096776	0.034839	0.029532	0.049634	0.016717	0.000000	0.007360	0.000000	0.000000	0.000000	0.000000	0.145097	0.000000	0.124737	0.113667	0.105038	0.080298	0.136268	1.260093	1.262593	1.253534	1.229797	1.254201	1.392134
2019-06-01	1.920790	1.902171	1.919778	1.861487	1.919977	1.922204	0.008899	0.000000	0.022928	0.000000	0.043069	0.021974	0.013293	0.000000	0.000000	0.030259	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020487	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018445	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020487	0.000000	0.000000	0.000000	0.000000	0.013045	0.000000	0.052039	0.000000	0.000000	0.000000	0.000000	0.444697	0.422574	0.443869	0.407233	0.443786	0.473153	0.004616	0.000000	0.007658	0.000000	0.000000	0.000000	0.000000	0.016659	0.000000	0.020531	0.000000	0.000000	0.000000	0.006731	0.004616	0.000000	0.006457	0.000000	0.000000	0.000000	0.000000	0.035515	0.000000	0.016382	0.000000	0.000000	0.000000	0.022522	0.009876	0.000000	0.007901	0.000000	0.000000	0.000000	0.000000	0.006619	0.000000	0.030331	0.000000	0.000000	0.000000	0.000000	1.268533	1.236107	1.267543	1.198984	1.267534	1.342477
2019-07-01	1.884285	1.871768	1.884309	1.847237	1.884295	1.873311	0.000000	0.000000	0.035154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.041021	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.046655	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035154	0.000000	0.000000	0.000000	0.000000	0.027067	0.000000	0.084664	0.000000	0.000000	0.000000	0.027539	0.450465	0.458582	0.450434	0.453175	0.450434	0.492627	0.038709	0.000000	0.047232	0.000000	0.000000	0.000000	0.018467	0.055770	0.000000	0.084450	0.000000	0.000000	0.000000	0.030035	0.038709	0.000000	0.047232	0.000000	0.000000	0.000000	0.018467	0.063754	0.000000	0.079337	0.000000	0.000000	0.010214	0.025552	0.038709	0.000000	0.047232	0.000000	0.000000	0.000000	0.018467	0.048172	0.000000	0.064609	0.000000	0.000000	0.000000	0.028469	1.257642	1.249203	1.257390	1.242077	1.257347	1.318040
2019-08-01	1.787080	1.772209	1.787087	1.765525	1.787085	1.806103	0.000000	0.000000	0.026736	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.031197	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026736	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.038098	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026736	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.029745	0.000000	0.000000	0.000000	0.000000	0.428057	0.431785	0.427839	0.413107	0.427757	0.467150	0.045290	0.000000	0.057769	0.000000	0.000000	0.000000	0.025105	0.054457	0.000000	0.058829	0.000000	0.000000	0.000000	0.030189	0.045290	0.000000	0.057769	0.000000	0.000000	0.000000	0.025105	0.097145	0.000000	0.076345	0.000000	0.000000	0.000000	0.060479	0.045290	0.000000	0.057769	0.000000	0.000000	0.000000	0.025105	0.052620	0.000000	0.075684	0.000000	0.000000	0.000000	0.017400	1.235730	1.225972	1.235252	1.199894	1.235009	1.297226
2019-09-01	1.813301	1.800202	1.813327	1.777380	1.813327	1.841926	0.000000	0.000000	0.027580	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.028412	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.027580	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.034340	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.027580	0.000000	0.000000	0.000000	0.000000	0.004364	0.000000	0.040271	0.000000	0.000000	0.010776	0.006519	0.421549	0.420480	0.421549	0.413844	0.421574	0.445917	0.060935	0.000000	0.070249	0.000000	0.000000	0.000000	0.038687	0.065475	0.000000	0.080467	0.000000	0.000000	0.000000	0.039643	0.060935	0.000000	0.070249	0.000000	0.000000	0.000000	0.038687	0.116389	0.000000	0.092834	0.000000	0.000000	0.023532	0.084540	0.060935	0.000000	0.070249	0.000000	0.000000	0.000000	0.038687	0.052967	0.000000	0.084293	0.000000	0.020805	0.010615	0.038276	1.244675	1.240042	1.244705	1.224366	1.244702	1.291568
2019-10-01	1.863129	1.869410	1.861974	1.871741	1.862033	1.907658	0.004227	0.000000	0.042006	0.000000	0.000000	0.000000	0.000000	0.008984	0.000000	0.085271	0.000000	0.000000	0.000000	0.000000	0.004227	0.000000	0.042006	0.000000	0.000000	0.000000	0.000000	0.050753	0.000000	0.124743	0.000000	0.020544	0.023196	0.048692	0.004227	0.000000	0.040518	0.000000	0.000000	0.000000	0.000000	0.149812	0.000000	0.213034	0.059988	0.085143	0.150072	0.143292	0.453780	0.463808	0.450401	0.450568	0.450224	0.521946	0.078576	0.000000	0.082537	0.000000	0.000000	0.000000	0.046974	0.136890	0.000000	0.146217	0.000000	0.043123	0.076596	0.117280	0.078576	0.000000	0.082537	0.000000	0.000000	0.000000	0.046974	0.142254	0.000000	0.102170	0.000000	0.000000	0.049356	0.088107	0.078576	0.000000	0.082537	0.000000	0.000000	0.000000	0.046974	0.199030	0.000000	0.201479	0.000000	0.089630	0.148413	0.193767	1.282843	1.286192	1.280600	1.239380	1.280539	1.368256
2019-11-01	1.817759	1.793661	1.817111	1.775341	1.817106	1.886338	0.133034	0.000000	0.376783	0.060002	0.021601	0.035265	0.097203	0.270173	0.000000	0.286703	0.056846	0.157738	0.225570	0.243711	0.117465	0.000000	0.288724	0.000000	0.052040	0.058088	0.086789	0.354050	0.000000	0.341056	0.126398	0.333972	0.340185	0.349512	0.079018	0.000000	0.161520	0.000000	0.049864	0.062287	0.057664	0.306662	0.000000	0.325646	0.130169	0.237516	0.275614	0.299149	0.636066	0.501490	0.635476	0.514343	0.487377	0.534526	0.071839	0.000000	0.063011	0.000000	0.000000	0.000000	0.036679	0.096764	0.000000	0.112556	0.063588	0.022892	0.022467	0.071080	0.071839	0.000000	0.061859	0.000000	0.000000	0.000000	0.036679	0.087144	0.000000	0.082822	0.000000	0.000000	0.000000	0.055839	0.071839	0.000000	0.061859	0.000000	0.000000	0.000000	0.036679	0.150068	0.000000	0.180095	0.137213	0.092385	0.108285	0.141773	1.280053	1.255633	1.277763	1.199589	1.264238	1.372986
2019-12-01	1.872185	1.775274	1.814700	1.762704	1.807401	1.830519	0.610138	0.657310	0.556273	0.662548	0.612113	0.616425	0.633744	0.387593	0.000000	0.586780	0.741841	0.372908	0.395098	0.410361	0.960978	0.965267	1.052229	0.913476	0.941119	0.931457	0.929024	0.154904	0.000000	0.243807	0.198698	0.095931	0.130364	0.147936	0.233124	0.659623	0.343775	0.227813	0.082013	0.198375	0.223916	0.184895	0.000000	0.381662	0.329961	0.184777	0.175694	0.186199	0.777724	0.784867	0.805503	0.623732	0.760249	0.794234	0.417526	0.570807	0.277634	0.255368	0.254601	0.228640	0.247551	0.107540	0.000000	0.087948	0.000000	0.000000	0.024389	0.070146	0.093065	0.000000	0.087318	0.000000	0.020220	0.010317	0.040783	0.098340	0.000000	0.099582	0.000000	0.000000	0.024588	0.055080	0.063045	0.000000	0.048911	0.000000	0.000000	0.000000	0.023686	0.140398	0.000000	0.117691	0.000000	0.000000	0.045552	0.102794	1.292307	1.222422	1.253225	1.184663	1.237734	1.302782
2020-01-01	1.819352	1.805867	1.816891	1.732281	1.784946	1.786891	0.494436	0.587612	0.623473	0.514441	0.458149	0.480144	0.503008	0.527941	0.613073	0.518358	0.677526	0.595798	0.534389	0.542354	0.369980	0.549867	0.710627	0.442578	0.280121	0.301875	0.372704	0.539022	0.613073	0.520418	0.677526	0.620173	0.556286	0.563322	0.458042	0.000000	0.554360	0.215392	0.401073	0.422304	0.432452	0.379398	0.613073	0.473189	0.415391	0.345376	0.342805	0.373492	0.807244	0.738783	0.878523	0.727947	0.755220	0.741976	0.232819	0.000000	0.120964	0.000000	0.022721	0.087651	0.167013	0.519341	0.000000	0.457879	0.485435	0.552194	0.478917	0.552070	0.235205	0.000000	0.123072	0.000000	0.027956	0.064637	0.186325	0.241167	0.000000	0.212829	0.000000	0.100080	0.111570	0.186301	0.101149	0.000000	0.080340	0.000000	0.000000	0.000000	0.047729	0.090453	0.000000	0.076330	0.000000	0.000000	0.000000	0.043130	1.382876	1.284138	1.391707	1.287995	1.263731	1.325871
2020-02-01	1.842183	1.817378	1.840746	1.848737	1.834218	1.866879	0.244950	0.560000	0.403644	0.314349	0.245986	0.219904	0.220172	0.171054	0.737014	0.315656	0.216550	0.194842	0.181777	0.166110	1.018778	0.737014	1.212478	0.823167	1.035531	1.025393	1.050487	0.171054	0.737014	0.315586	0.216550	0.194842	0.181777	0.166110	0.288911	0.515983	0.424512	0.238138	0.215386	0.234313	0.249009	0.171054	0.737014	0.312859	0.216550	0.194842	0.181777	0.166110	0.897150	0.655741	0.884379	0.624885	0.772251	0.672110	0.134258	0.000000	0.098861	0.100010	0.078460	0.071639	0.088933	0.237808	0.520913	0.097632	0.256913	0.115712	0.150798	0.185265	0.059061	0.000000	0.041293	0.000000	0.000000	0.000000	0.025085	0.182105	0.000000	0.107515	0.000000	0.000000	0.046027	0.108435	0.091287	0.000000	0.059793	0.000000	0.000000	0.010243	0.046674	0.154295	0.000000	0.088017	0.079092	0.028473	0.048250	0.093601	1.420333	1.311857	1.452314	1.293383	1.291149	1.391712
2020-03-01	1.783271	1.745391	1.782395	1.764607	1.780765	1.752918	0.287192	0.000000	0.356831	0.247917	0.266318	0.271261	0.289138	0.194461	0.000000	0.258235	0.122811	0.096130	0.090955	0.140142	0.567565	0.574759	0.608619	0.472642	0.488935	0.537939	0.567811	0.101484	0.000000	0.239007	0.000000	0.000000	0.000000	0.055580	0.330437	0.000000	0.392552	0.261862	0.353679	0.365309	0.356066	0.036975	0.000000	0.179625	0.000000	0.000000	0.000000	0.006871	0.551262	0.487984	0.595221	0.532151	0.547186	0.507380	0.139924	0.000000	0.058949	0.084084	0.077305	0.039441	0.086982	0.089681	0.000000	0.043475	0.000000	0.000000	0.010381	0.063057	0.177339	0.000000	0.072601	0.000000	0.076895	0.049442	0.125824	0.157639	0.000000	0.060738	0.000000	0.000000	0.024495	0.124917	0.078738	0.000000	0.033748	0.000000	0.000000	0.000000	0.040213	0.097082	0.000000	0.057962	0.000000	0.052741	0.037957	0.081668	1.227488	1.176283	1.225589	1.205230	1.210751	1.250242
2020-04-01	1.758963	1.738991	1.757368	1.709893	1.756422	1.792332	0.009105	0.000000	0.065760	0.000000	0.000000	0.000000	0.007276	0.021740	0.000000	0.141026	0.000000	0.000000	0.000000	0.000000	0.071661	0.000000	0.098576	0.000000	0.000000	0.024377	0.061227	0.009900	0.000000	0.128116	0.000000	0.000000	0.000000	0.000000	0.008611	0.000000	0.059171	0.000000	0.000000	0.000000	0.006538	0.043326	0.000000	0.149752	0.000000	0.000000	0.017097	0.032040	0.440771	0.396939	0.414647	0.380584	0.414512	0.425258	0.041331	0.000000	0.023371	0.000000	0.000000	0.000000	0.033163	0.063961	0.000000	0.069231	0.000000	0.000000	0.000000	0.043355	0.041331	0.000000	0.024630	0.000000	0.000000	0.000000	0.033163	0.092614	0.000000	0.056260	0.000000	0.000000	0.000000	0.067197	0.047075	0.000000	0.027635	0.000000	0.000000	0.000000	0.031310	0.040111	0.000000	0.062003	0.000000	0.000000	0.000000	0.025689	1.211166	1.198596	1.204875	1.180286	1.204087	1.247933
2020-05-01	1.841551	1.831899	1.841218	1.787181	1.841010	1.855749	0.123688	0.508892	0.149494	0.293699	0.181030	0.104774	0.122709	0.098376	0.000000	0.137372	0.065600	0.112650	0.114126	0.097478	0.051482	0.000000	0.105967	0.000000	0.000000	0.000000	0.017982	0.081768	0.000000	0.185884	0.000000	0.061767	0.087524	0.101236	0.163437	0.582425	0.096605	0.420655	0.221798	0.202477	0.192617	0.292681	0.558521	0.305724	0.427777	0.374357	0.318737	0.273230	0.522258	0.458458	0.455814	0.460622	0.450563	0.512174	0.039788	0.000000	0.077250	0.000000	0.000000	0.000000	0.022634	0.078317	0.000000	0.116553	0.000000	0.000000	0.000000	0.051577	0.039788	0.000000	0.077250	0.000000	0.000000	0.000000	0.022634	0.139686	0.000000	0.162212	0.000000	0.000000	0.000000	0.093910	0.039788	0.000000	0.077250	0.000000	0.000000	0.000000	0.022634	0.052287	0.000000	0.116518	0.000000	0.000000	0.000000	0.029698	1.283040	1.276445	1.277911	1.226023	1.277570	1.385321
2020-06-01	1.959074	1.967559	1.959035	1.862087	1.959165	1.997535	0.000000	0.000000	0.023057	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.038144	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023057	0.000000	0.000000	0.000000	0.000000	0.004784	0.000000	0.033128	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023057	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.060106	0.000000	0.000000	0.000000	0.000000	0.432805	0.431346	0.431123	0.425561	0.431118	0.452587	0.082915	0.000000	0.127991	0.000000	0.000000	0.000000	0.052973	0.105410	0.000000	0.154658	0.000000	0.000000	0.000000	0.073533	0.082915	0.000000	0.127991	0.000000	0.000000	0.000000	0.052973	0.088442	0.000000	0.132934	0.000000	0.000000	0.016225	0.073497	0.082915	0.000000	0.127991	0.000000	0.000000	0.000000	0.052973	0.092571	0.000000	0.154404	0.000000	0.000000	0.000000	0.053986	1.291912	1.268200	1.291227	1.250695	1.291186	1.342442
2020-07-01	1.918196	1.906003	1.917763	1.868761	1.917782	1.952396	0.000000	0.000000	0.043806	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.051871	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.043806	0.000000	0.000000	0.000000	0.000000	0.004833	0.000000	0.051704	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.042666	0.000000	0.000000	0.000000	0.000000	0.013401	0.000000	0.081661	0.000000	0.000000	0.011816	0.007148	0.430597	0.436109	0.430149	0.433065	0.430458	0.465266	0.079287	0.000000	0.144267	0.000000	0.000000	0.000000	0.042515	0.080888	0.000000	0.147944	0.000000	0.000000	0.000000	0.042249	0.079287	0.000000	0.144267	0.000000	0.000000	0.000000	0.042515	0.104528	0.000000	0.158171	0.000000	0.000000	0.000000	0.054741	0.079287	0.000000	0.144267	0.000000	0.000000	0.000000	0.042515	0.080620	0.000000	0.145115	0.000000	0.000000	0.000000	0.041232	1.288271	1.283049	1.287924	1.254056	1.287748	1.356109
2020-08-01	1.879651	1.866031	1.879609	1.843062	1.879588	1.891345	0.000000	0.000000	0.032829	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.033836	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032829	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.055329	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032829	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.036626	0.000000	0.000000	0.000000	0.000000	0.409377	0.407114	0.408034	0.402788	0.408052	0.428442	0.059607	0.000000	0.133548	0.000000	0.000000	0.000000	0.032699	0.060431	0.000000	0.135302	0.000000	0.000000	0.000000	0.033464	0.059607	0.000000	0.130836	0.000000	0.000000	0.000000	0.032699	0.050414	0.000000	0.124485	0.000000	0.000000	0.000000	0.035907	0.059607	0.000000	0.132102	0.000000	0.000000	0.000000	0.032699	0.060537	0.000000	0.149263	0.000000	0.000000	0.000000	0.032556	1.263361	1.253812	1.262782	1.223726	1.262817	1.309828
2020-09-01	1.825652	1.817367	1.825338	1.843234	1.825358	1.816040	0.000000	0.000000	0.037527	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.043734	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.037527	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.054458	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.037527	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.047272	0.000000	0.000000	0.000000	0.000000	0.403770	0.406566	0.403733	0.406343	0.403684	0.423941	0.027518	0.000000	0.106039	0.000000	0.000000	0.000000	0.000000	0.032219	0.000000	0.107480	0.000000	0.000000	0.000000	0.000000	0.027518	0.000000	0.103472	0.000000	0.000000	0.000000	0.000000	0.072640	0.000000	0.136691	0.000000	0.000000	0.000000	0.035662	0.027518	0.000000	0.103472	0.000000	0.000000	0.000000	0.000000	0.020986	0.000000	0.098116	0.000000	0.000000	0.000000	0.000000	1.224300	1.211095	1.223580	1.232271	1.223567	1.242458
2020-10-01	1.807653	1.781270	1.807467	1.790928	1.807461	1.841413	0.000000	0.000000	0.046839	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.047777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.046839	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.044507	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.046839	0.000000	0.000000	0.000000	0.000000	0.004140	0.000000	0.059622	0.000000	0.000000	0.000000	0.000000	0.410298	0.414382	0.410491	0.432246	0.410513	0.435472	0.063185	0.000000	0.105554	0.000000	0.000000	0.000000	0.034322	0.077664	0.000000	0.112940	0.000000	0.000000	0.000000	0.043123	0.058994	0.000000	0.100420	0.000000	0.000000	0.000000	0.028062	0.083652	0.000000	0.130824	0.000000	0.000000	0.000000	0.037859	0.058994	0.000000	0.100420	0.000000	0.000000	0.000000	0.028062	0.059014	0.000000	0.115636	0.000000	0.000000	0.000000	0.028714	1.234084	1.213502	1.234010	1.225208	1.234017	1.258679
2020-11-01	1.867444	1.865573	1.866523	1.848964	1.866201	1.886781	0.253525	0.674884	0.304614	0.402075	0.302617	0.258580	0.233598	0.239155	0.000000	0.235013	0.152717	0.149411	0.202336	0.210405	0.099177	0.000000	0.128210	0.289954	0.183855	0.117880	0.098843	0.015222	0.000000	0.075889	0.000000	0.000000	0.000000	0.009677	0.038552	0.000000	0.108255	0.000000	0.021290	0.010862	0.028876	0.151963	0.000000	0.200787	0.249890	0.195388	0.156377	0.152827	0.474449	0.472402	0.444522	0.452917	0.448238	0.503449	0.131410	0.000000	0.141219	0.000000	0.000000	0.038596	0.098422	0.148799	0.000000	0.189372	0.000000	0.117834	0.073477	0.110484	0.085096	0.000000	0.115610	0.000000	0.000000	0.000000	0.038337	0.173897	0.000000	0.168008	0.000000	0.000000	0.000000	0.136750	0.085096	0.000000	0.115610	0.000000	0.000000	0.000000	0.038337	0.245099	0.000000	0.210290	0.265386	0.345810	0.234037	0.222887	1.279541	1.269165	1.275168	1.250702	1.274626	1.331722
2020-12-01	1.809672	1.712838	1.807479	1.614269	1.806135	1.805230	0.274484	0.710174	0.429809	0.511509	0.342989	0.321930	0.284599	0.186102	0.537777	0.264973	0.134208	0.048315	0.131945	0.173519	0.257088	0.719587	0.297651	0.482209	0.470958	0.375940	0.296037	0.163781	0.537777	0.263127	0.134208	0.086877	0.135047	0.163468	0.162745	0.000000	0.279386	0.262227	0.144291	0.128019	0.135828	0.091551	0.537777	0.209085	0.059753	0.044856	0.072757	0.079030	0.860915	0.496529	0.860138	0.520891	0.703495	0.511717	0.099110	0.000000	0.111190	0.000000	0.000000	0.013533	0.064236	0.141748	0.000000	0.129385	0.126130	0.073012	0.090095	0.108924	0.086593	0.000000	0.102468	0.000000	0.000000	0.015265	0.045538	0.162016	0.000000	0.121382	0.000000	0.000000	0.065229	0.128756	0.080411	0.000000	0.111116	0.000000	0.000000	0.000000	0.036303	0.220248	0.000000	0.180510	0.197191	0.173080	0.164911	0.193951	1.277994	1.158466	1.260647	1.180621	1.234387	1.214054
2021-01-01	1.760359	1.652816	1.757131	1.576323	1.757371	1.744016	0.517568	0.870789	0.483403	0.820597	0.671752	0.593854	0.551237	0.369499	0.830686	0.393782	0.695968	0.579944	0.461539	0.415521	0.330139	0.881142	0.376967	0.667919	0.383561	0.350908	0.365843	0.324356	0.830686	0.361093	0.695968	0.559513	0.443233	0.371141	0.702385	1.546715	0.627566	1.159814	1.006474	0.841138	0.751254	0.357842	0.830686	0.384099	0.695968	0.561807	0.449460	0.391666	0.908420	0.622025	0.927568	0.631203	0.762207	0.616182	0.093375	0.000000	0.120679	0.000000	0.000000	0.000000	0.079081	0.143685	0.000000	0.145103	0.000000	0.020541	0.050494	0.106728	0.151343	0.000000	0.168872	0.141562	0.127677	0.093957	0.141013	0.272922	0.000000	0.198447	0.000000	0.020766	0.087993	0.200001	0.085553	0.000000	0.116127	0.000000	0.000000	0.000000	0.039605	0.169816	0.000000	0.175852	0.000000	0.023465	0.108172	0.142682	1.610116	1.230943	1.485049	1.234261	1.338612	1.305438
2021-02-01	1.895203	1.886259	1.888296	1.854838	1.881669	1.938758	0.430193	0.786344	0.401569	0.621074	0.526932	0.458255	0.418732	0.404497	1.045092	0.503964	0.708144	0.523833	0.467689	0.396320	0.758514	0.000000	1.131749	0.529413	0.602523	0.640176	0.661941	0.418256	1.045092	0.566038	0.682145	0.540051	0.488149	0.408697	0.266790	0.762032	0.307570	0.428182	0.350601	0.281512	0.236643	0.381748	1.045092	0.480147	0.708144	0.523833	0.436479	0.377440	0.828955	0.664780	1.084570	0.816996	0.731295	0.639856	0.111336	0.000000	0.192889	0.152616	0.111537	0.086464	0.085430	0.187054	0.000000	0.208688	0.000000	0.074590	0.087971	0.145664	0.107939	0.000000	0.157767	0.000000	0.000000	0.000000	0.053913	0.248182	0.000000	0.191600	0.000000	0.055150	0.145525	0.229897	0.101460	0.000000	0.159880	0.000000	0.000000	0.000000	0.053913	0.280821	0.000000	0.337394	0.216500	0.177613	0.170127	0.233832	1.683159	1.401533	1.657202	1.434690	1.418729	1.463423
